,table_index,table_size,party_size,enter_time,leaving_time,bill_amount
1500,8,4,2,1540608898.3183799,1540610471.1871545,36.69164796712083
1501,8,4,4,1540610471.1871545,1540612821.1703534,33.62237093401779
1502,9,6,5,1540604526.6022003,1540605932.751559,46.463574100117256
1503,9,6,4,1540606691.978834,1540608769.4833837,21.705495852055627
1504,9,6,2,1540608769.4833837,1540610552.806145,45.15790101969562
1505,9,6,5,1540610552.806145,1540612568.4306917,60.790965920282225
1506,10,6,3,1540603631.6549838,1540605519.901213,31.878366363816877
1507,10,6,2,1540605519.901213,1540607333.5176487,21.127275382401933
1508,10,6,4,1540607333.5176487,1540609648.2313876,30.98206894916474
1509,10,6,2,1540609648.2313876,1540611335.5932224,33.87555292594894
1510,10,6,2,1540611335.5932226,1540612913.4859338,30.09465863143915
1511,11,6,2,1540602121.797328,1540603879.6783779,39.7201726775893
1512,11,6,2,1540603879.6783779,1540606301.142312,50.10426166717035
1513,11,6,2,1540606301.142312,1540608092.6867323,-0.780958817128603
1514,11,6,1,1540610241.3971708,1540611969.7311554,28.237722100243047
1515,11,6,2,1540611969.7311554,1540614132.6849031,33.01898176208695
1516,12,6,2,1540603769.1253886,1540605103.940757,24.45063043936648
1517,12,6,4,1540605103.940757,1540607267.53479,69.27940018813133
1518,12,6,3,1540609152.2070177,1540610638.8580291,28.21269210112049
1519,12,6,2,1540610638.8580291,1540612759.1548233,27.848849451500474
1520,12,6,2,1540612759.1548233,1540614070.7653368,15.91605208312773
1521,1,2,2,1540688878.1330094,1540690460.9488695,27.806681625521865
1522,1,2,2,1540690460.9488695,1540692379.6013114,27.72577080651515
1523,1,2,1,1540692379.6013117,1540694081.4861157,22.93725146945224
1524,1,2,2,1540694081.4861157,1540695740.0196326,24.415305535982807
1525,1,2,2,1540695740.0196323,1540697614.471676,29.820537684822554
1526,1,2,2,1540697614.4716763,1540699846.4729233,36.3958561651323
1527,2,2,2,1540689173.29168,1540691142.9056149,28.836279298923586
1528,2,2,2,1540691142.9056149,1540692830.2187877,52.03003135432907
1529,2,2,2,1540692830.2187877,1540694113.258267,37.00991055804507
1530,2,2,2,1540694113.258267,1540695920.5997047,27.698101471511883
1531,2,2,2,1540695920.5997047,1540697822.3499625,33.55687638415364
1532,2,2,2,1540698123.753531,1540699840.836512,30.452240249543625
1533,3,2,2,1540688576.5505037,1540690826.400526,30.432110009827333
1534,3,2,2,1540690826.400526,1540692692.9439967,35.4378797308327
1535,3,2,2,1540692692.9439967,1540694329.448408,39.39885787046325
1536,3,2,1,1540694329.448408,1540696158.275611,6.120960086981096
1537,3,2,1,1540696158.275611,1540698106.816569,41.1057064822739
1538,3,2,1,1540698106.816569,1540699776.3151157,23.284247930877214
1539,4,2,2,1540689149.0750802,1540691320.1608746,29.69169945346281
1540,4,2,2,1540691320.1608746,1540693042.9781356,22.416505219370336
1541,4,2,2,1540693042.9781356,1540695191.1061072,12.911668502058832
1542,4,2,2,1540695191.1061075,1540697035.2186155,20.644074157716457
1543,4,2,1,1540697035.2186153,1540698919.1857402,12.594466765196717
1544,4,2,2,1540698919.1857402,1540700454.9501908,26.401596861619495
1545,5,4,2,1540688832.3785028,1540690731.011989,33.520820865970194
1546,5,4,4,1540690737.2517047,1540692102.476402,51.986547204130844
1547,5,4,4,1540692102.4764018,1540693898.1258876,55.237939222656564
1548,5,4,3,1540693898.1258879,1540695227.1379058,30.338711334384094
1549,5,4,3,1540695602.8678477,1540697104.154767,42.92625784317407
1550,5,4,4,1540697104.154767,1540698370.8545182,45.93079493317882
1551,5,4,1,1540698370.8545182,1540699957.6880426,13.657663209323534
1552,6,4,4,1540689395.2339845,1540691415.2004845,57.56826317262174
1553,6,4,4,1540691415.2004848,1540693173.9062307,58.57513954185829
1554,6,4,1,1540693173.9062304,1540695422.9518254,24.656294298115267
1555,6,4,4,1540695422.9518254,1540696699.8411932,59.790802473451464
1556,6,4,1,1540696699.8411932,1540698367.0595038,8.735909074061029
1557,7,4,1,1540688485.4852142,1540690260.0916042,32.330999481452295
1558,7,4,2,1540690260.0916042,1540691940.6840465,19.36528937095668
1559,7,4,3,1540691940.6840463,1540693792.8467727,40.15225658465181
1560,7,4,1,1540693792.8467727,1540696161.9485266,14.649364653635235
1561,7,4,3,1540696161.9485266,1540698319.346912,38.15280408387782
1562,7,4,4,1540698319.346912,1540700075.670628,32.22823243347134
1563,8,4,3,1540689661.5967567,1540691503.185106,23.33546896204701
1564,8,4,1,1540691503.185106,1540693609.6626043,39.64794897271349
1565,8,4,4,1540693609.6626043,1540695747.2377503,39.27125596923027
1566,8,4,2,1540696732.8413832,1540698314.5364,37.24155010785016
1567,8,4,2,1540698314.5364,1540700144.0629518,19.68731797732745
1568,9,6,2,1540692730.6205742,1540694343.425587,32.47905777156518
1569,9,6,4,1540694343.425587,1540696112.3857422,56.46074759930287
1570,9,6,2,1540696112.385742,1540697831.2828302,36.881885290860694
1571,9,6,3,1540697831.2828302,1540700022.0017405,30.69853410778877
1572,10,6,3,1540690598.971354,1540692615.3051581,33.19563754092148
1573,10,6,2,1540692615.3051581,1540694589.6450062,28.100549972710837
1574,10,6,3,1540694589.6450062,1540696527.0659747,38.25992960378622
1575,10,6,4,1540696527.065975,1540698301.7450619,70.0023506514335
1576,10,6,5,1540698301.7450619,1540700270.8206067,82.65041682086326
1577,11,6,3,1540689816.8150322,1540691563.2841828,49.96987743869794
1578,11,6,2,1540691563.284183,1540692917.9515257,25.801625786208557
1579,11,6,1,1540692917.9515257,1540695157.2738948,9.491304404514253
1580,11,6,2,1540696737.709297,1540698269.670972,12.688694509000898
1581,11,6,1,1540699043.5295649,1540700447.0982442,33.648715810341
1582,12,6,2,1540689489.877663,1540690678.9479837,19.15523128230586
1583,12,6,1,1540690678.9479837,1540692454.8093214,24.775115864559634
1584,12,6,3,1540692857.0407894,1540694285.4390292,6.122191312559128
1585,12,6,2,1540694285.4390292,1540696445.2617447,20.36235393749231
1586,12,6,4,1540696445.2617447,1540699519.9949152,64.842135463347
1587,1,2,2,1540775482.29233,1540776840.456514,30.086209096675137
1588,1,2,2,1540777818.9776003,1540779172.7468185,28.018499117081284
1589,1,2,2,1540779172.7468185,1540780779.5726829,12.35877985006038
1590,1,2,2,1540780779.572683,1540782765.880274,23.12350562113692
1591,1,2,1,1540782765.880274,1540784845.7350245,23.780303414302722
1592,1,2,2,1540784845.7350245,1540786356.6196952,32.55188012606949
1593,2,2,1,1540775388.565877,1540777098.911336,27.750906162953516
1594,2,2,1,1540777098.911336,1540779138.3531868,17.513539610370138
1595,2,2,1,1540779138.3531868,1540780538.2405808,28.481840385945482
1596,2,2,2,1540784182.2223806,1540786841.239911,19.733104167418706
1597,3,2,2,1540775319.1876864,1540777118.882408,22.984867713321687
1598,3,2,1,1540777118.882408,1540778348.3540373,37.50378488925147
1599,3,2,2,1540778348.3540373,1540780051.4973648,41.60262563322729
1600,3,2,1,1540780051.4973648,1540781538.2954566,20.969077384217613
1601,3,2,1,1540781538.295457,1540783337.6548412,31.62733065304989
1602,3,2,1,1540783337.6548412,1540785024.0760586,10.08616335587431
1603,3,2,2,1540785024.0760586,1540786853.812077,43.90150189876754
1604,4,2,2,1540777118.918081,1540778791.3793845,28.200910544863483
1605,4,2,2,1540778791.3793845,1540780726.6347475,35.21121795995442
1606,4,2,1,1540780726.6347473,1540782808.832545,26.7297252658355
1607,4,2,1,1540782808.832545,1540785012.5090702,9.99115483047676
1608,4,2,2,1540785012.5090702,1540786994.8239377,17.575177456978402
1609,5,4,3,1540775821.4676857,1540776984.2024698,46.073382213725964
1610,5,4,4,1540776984.2024698,1540778850.0078413,52.16767957083151
1611,5,4,2,1540779189.017845,1540780907.1428018,42.28912104539346
1612,5,4,4,1540780907.1428018,1540782641.1546738,70.78402360540628
1613,6,4,4,1540775669.6494853,1540777300.056986,41.85893570229946
1614,6,4,4,1540777365.5619724,1540778762.248994,57.98765390185015
1615,6,4,1,1540778762.2489944,1540780148.9537208,17.95092179638842
1616,6,4,2,1540780148.9537208,1540781729.7647495,1.0043055958577156
1617,6,4,2,1540783026.1401398,1540784894.8692641,25.43974144174683
1618,6,4,4,1540784894.8692641,1540787164.9764676,68.61601816770913
1619,7,4,2,1540774907.0323915,1540776872.0800965,34.56039009584049
1620,7,4,4,1540776872.0800965,1540778288.3569067,19.12045702694439
1621,7,4,4,1540779012.048138,1540780526.2056694,20.660812589745866
1622,7,4,3,1540780526.2056696,1540782431.9887407,44.75218246122398
1623,7,4,3,1540782431.9887404,1540784357.6502163,30.090685091499374
1624,7,4,2,1540784357.6502163,1540786081.1971383,16.69856287122016
1625,8,4,4,1540776268.5832691,1540778216.9387636,56.787245246965256
1626,8,4,3,1540778216.9387636,1540780011.8536224,37.226795373759
1627,8,4,2,1540780011.8536224,1540781532.6057136,48.93259274576098
1628,8,4,2,1540781532.6057136,1540783201.9751964,37.69736436283854
1629,8,4,4,1540783201.9751961,1540784985.2897465,45.62605321465603
1630,8,4,1,1540784985.2897465,1540786826.3069177,8.836843362380959
1631,9,6,2,1540775536.0613673,1540777514.5060606,24.378491580039924
1632,9,6,4,1540777514.5060606,1540779439.934031,46.62340341745296
1633,9,6,3,1540779439.934031,1540781159.588227,27.313697240318387
1634,9,6,4,1540781660.7287102,1540783727.7338667,50.55439950840666
1635,9,6,1,1540783727.7338667,1540785375.3555334,19.72537107814463
1636,9,6,5,1540785375.3555334,1540786976.6317298,52.491457246720294
1637,10,6,2,1540774811.4101317,1540776524.6785352,17.932362338304806
1638,10,6,2,1540776524.6785355,1540778109.6801183,21.324632124141303
1639,10,6,2,1540779153.804964,1540780871.3347766,20.78059645833471
1640,10,6,2,1540783899.816264,1540785569.5971842,19.391161582634208
1641,10,6,3,1540785569.5971842,1540787183.3524895,23.054245614206863
1642,11,6,2,1540775713.091239,1540778140.110965,39.55508112207282
1643,11,6,2,1540778263.7261755,1540779723.5017202,24.972974005616948
1644,11,6,4,1540779723.5017202,1540781125.4579282,56.16751654572668
1645,11,6,1,1540781125.4579282,1540782622.191593,40.40811964440013
1646,11,6,3,1540782622.191593,1540784542.6592567,22.626252902724527
1647,11,6,1,1540784610.3099716,1540786173.2951915,30.42623759464685
1648,12,6,3,1540774940.0831962,1540776696.0052924,22.0648990335013
1649,12,6,4,1540776696.0052922,1540778671.1179368,68.89128088008145
1650,12,6,1,1540778671.117937,1540780735.0374942,16.77844787765193
1651,12,6,4,1540780735.0374942,1540782737.129386,57.15494123158281
1652,12,6,1,1540782780.5596924,1540784585.288678,12.461190304710817
1653,12,6,2,1540784585.288678,1540786119.5916452,14.892322898810162
1654,1,2,1,1540861615.0244818,1540863328.9547656,22.525871754405507
1655,1,2,2,1540865297.0261102,1540866671.209345,19.72629305226269
1656,1,2,1,1540866671.2093453,1540868340.3897314,13.96134666893302
1657,2,2,1,1540861786.367706,1540863324.930675,7.294943779109648
1658,2,2,1,1540863324.9306748,1540865399.9410682,28.72174054921257
1659,2,2,2,1540865399.9410684,1540867724.4738665,17.079046757477002
1660,2,2,2,1540867724.4738665,1540869456.013502,34.366792889124845
1661,2,2,2,1540871079.457795,1540873038.0593219,40.575912429647666
1662,3,2,2,1540865141.4399652,1540867400.9351714,25.217112521419164
1663,3,2,2,1540867400.9351714,1540869281.705708,29.339991245533604
1664,3,2,2,1540869281.705708,1540870560.1020372,19.493231479496664
1665,3,2,2,1540870560.1020372,1540872482.2485282,28.49556238344121
1666,4,2,1,1540864206.986212,1540866012.6765532,4.72476256319967
1667,4,2,2,1540866012.676553,1540868523.307693,34.44377252471955
1668,4,2,2,1540868523.307693,1540870513.3619514,36.909333010722506
1669,4,2,2,1540870513.3619514,1540871872.6497777,18.69385843776047
1670,4,2,2,1540871872.6497777,1540872984.2256172,20.29425640690709
1671,5,4,4,1540861787.912099,1540863019.7304127,35.4434356112275
1672,5,4,3,1540863019.730413,1540865172.9497833,-0.2078833179099604
1673,5,4,3,1540865172.9497833,1540866765.5749445,59.53997705095613
1674,5,4,3,1540866765.5749445,1540868633.6941242,24.68743694291583
1675,5,4,2,1540868633.6941242,1540870575.0103772,33.8426032191069
1676,5,4,4,1540870575.010377,1540871955.0571783,32.45839561349083
1677,6,4,2,1540861940.5392482,1540863523.9408875,11.249267052193712
1678,6,4,3,1540864593.3676527,1540866306.6168988,30.926837607770782
1679,6,4,2,1540866306.6168988,1540867936.494164,4.027046293651505
1680,6,4,3,1540871378.7673087,1540873177.32851,41.57738208618314
1681,7,4,2,1540861790.0862029,1540863606.4729443,14.740146332115263
1682,7,4,4,1540863606.4729445,1540865192.6546557,50.0029950316824
1683,7,4,4,1540865192.6546555,1540867249.619531,59.26375236341863
1684,7,4,1,1540868988.0120363,1540870488.0188036,13.613319210419231
1685,7,4,2,1540870488.0188038,1540871828.3158267,20.899577612345727
1686,7,4,1,1540871828.3158267,1540873648.1381733,42.31519671456664
1687,8,4,4,1540861278.7049809,1540862894.06651,25.507951978070768
1688,8,4,2,1540863427.3219972,1540864940.7202332,28.026562163049082
1689,8,4,4,1540865184.3327606,1540867095.6734858,39.983120486617096
1690,8,4,2,1540867095.6734858,1540869206.5236368,34.09942139428469
1691,8,4,3,1540869206.5236366,1540870744.8899763,38.00058826696341
1692,8,4,2,1540870744.8899763,1540872730.4991214,23.59982145489679
1693,9,6,2,1540862498.0241601,1540863834.3501978,23.88121975566797
1694,9,6,2,1540863834.350198,1540865298.2636967,26.166343148101937
1695,9,6,2,1540865298.2636967,1540866578.2414072,34.188221963313175
1696,9,6,2,1540866578.241407,1540868299.2616892,15.759756962294423
1697,9,6,2,1540868813.678128,1540870785.5665689,44.958219026715554
1698,9,6,4,1540870785.5665689,1540872494.35899,54.136793266087984
1699,10,6,3,1540861393.8962214,1540863761.521637,20.33619262685139
1700,10,6,3,1540863761.5216372,1540865962.4425101,11.550117326267047
1701,10,6,2,1540865962.4425101,1540868661.8561711,27.63852082864457
1702,10,6,3,1540868661.8561711,1540870412.011198,16.287241360836383
1703,11,6,6,1540864073.3548365,1540865884.3188808,93.43057417729958
1704,11,6,4,1540867213.719393,1540869786.7503362,37.841349320058065
1705,11,6,2,1540869786.7503362,1540871148.9877167,23.775702539633553
1706,11,6,2,1540871148.9877167,1540873276.0199318,37.54562057020007
1707,12,6,2,1540862166.2600663,1540863528.9074585,7.923954332257246
1708,12,6,2,1540865725.904716,1540867343.1958268,14.748163771024336
1709,12,6,2,1540867343.195827,1540868965.0085597,19.77666073777223
1710,12,6,4,1540869776.0541353,1540871795.2282636,43.16070814452431
1711,1,2,2,1540947765.575035,1540949732.8097997,18.21455583079699
1712,1,2,2,1540949732.8097997,1540951312.5749314,23.84718014695835
1713,1,2,2,1540951784.0899587,1540953609.0661385,29.48952880312117
1714,1,2,2,1540953609.0661383,1540955765.415578,17.853564754814975
1715,1,2,2,1540955765.4155781,1540957425.0887866,26.1109707293811
1716,2,2,2,1540950631.1289663,1540952188.52518,34.30126829043647
1717,2,2,2,1540952541.9251735,1540954432.6302903,29.56694073801751
1718,3,2,1,1540947728.5596144,1540948786.2178214,22.896817582909115
1719,3,2,2,1540949689.8780353,1540951594.4540493,17.15755855276432
1720,3,2,1,1540951594.4540493,1540953460.3436728,10.689199430742368
1721,3,2,2,1540953460.3436728,1540955243.5052996,34.75970716165812
1722,3,2,2,1540955243.5052996,1540957350.5642564,38.471148405685184
1723,4,2,2,1540948950.2931395,1540950994.3349073,20.292155518387396
1724,4,2,2,1540954770.3635943,1540956719.0999737,17.126883245120585
1725,4,2,2,1540957028.005406,1540959025.7866564,28.754410657456
1726,5,4,1,1540949933.7501352,1540952051.6765351,16.45111302271216
1727,5,4,2,1540952051.676535,1540954154.9351892,9.537276381970848
1728,5,4,2,1540954154.9351892,1540955782.4411054,12.999174907116233
1729,5,4,3,1540955782.4411054,1540957786.6205816,44.923145359392215
1730,5,4,2,1540957786.6205819,1540959740.9577315,45.585981535097346
1731,6,4,3,1540951172.9056993,1540952818.0380342,22.83533831355064
1732,6,4,4,1540952818.0380342,1540954491.257475,39.87040148281376
1733,6,4,4,1540956228.858174,1540957729.966913,49.96623928637301
1734,6,4,4,1540957729.9669127,1540959090.7638705,65.8545197435718
1735,7,4,2,1540948453.4456165,1540950481.161879,26.35811234615075
1736,7,4,2,1540950481.161879,1540952109.172876,26.10683393970036
1737,7,4,2,1540952109.1728761,1540954346.454574,22.262697090082398
1738,7,4,3,1540954502.8520994,1540956428.3219202,12.40679645811644
1739,7,4,2,1540956428.3219204,1540958155.8754096,30.55564394913553
1740,8,4,3,1540948381.3409035,1540950060.645716,24.683066413545568
1741,8,4,4,1540953694.1048586,1540955392.529115,24.87510310698489
1742,8,4,2,1540955753.7631154,1540957088.4221466,17.110634869743294
1743,8,4,2,1540957088.4221466,1540958175.0388658,20.602261000144253
1744,9,6,3,1540948218.8050008,1540950360.684036,31.072718759298095
1745,9,6,1,1540950360.684036,1540951777.78605,21.680358838981295
1746,9,6,4,1540951844.988974,1540953905.9561114,54.19242505890327
1747,9,6,4,1540953905.9561112,1540955964.8188407,33.2984417563624
1748,9,6,2,1540955964.818841,1540957673.791085,10.593430743671979
1749,10,6,3,1540950636.667095,1540952141.2349074,25.6703521269639
1750,10,6,4,1540952141.2349074,1540954236.519745,21.54537184561194
1751,10,6,2,1540956475.9663947,1540958269.4978826,34.367637318485336
1752,10,6,6,1540958269.4978824,1540960267.485431,45.59585192055732
1753,11,6,2,1540955550.9608455,1540957417.3352506,45.664281106785566
1754,11,6,1,1540957417.3352506,1540958640.500636,31.10045588962094
1755,12,6,3,1540947643.638967,1540949492.2823498,32.128956930682754
1756,12,6,2,1540951355.535106,1540953294.6825953,29.46717449308739
1757,12,6,5,1540953294.6825953,1540954319.4289794,57.6172873687479
1758,12,6,2,1540955879.0761156,1540957491.7698405,34.96635169526513
1759,12,6,2,1540957894.3534112,1540960003.1198218,29.498718421922447
1760,1,2,2,1541037065.6618912,1541038789.0205257,22.620215767407878
1761,1,2,2,1541042085.5423994,1541044235.0933404,9.367425273040634
1762,1,2,2,1541044235.0933404,1541045982.6980999,21.64778350891941
1763,2,2,2,1541034670.6047752,1541036992.710323,18.11150498920543
1764,2,2,2,1541036992.710323,1541039100.955628,21.974826747514594
1765,2,2,1,1541040074.5215447,1541041552.5721972,27.956698062680918
1766,2,2,2,1541043319.6674268,1541045382.8182042,28.240797779913123
1767,3,2,2,1541035417.6884694,1541037121.3040435,27.326436889309566
1768,3,2,1,1541037121.3040435,1541039031.2716806,14.571072388001406
1769,3,2,1,1541039031.2716806,1541040901.4474282,7.014207112389876
1770,3,2,2,1541040901.4474282,1541042977.3467515,18.924189963861345
1771,3,2,2,1541042977.3467515,1541045166.931448,15.600540856478993
1772,4,2,2,1541034400.402141,1541036125.9265935,25.41186906678945
1773,4,2,1,1541038039.1922112,1541039904.3959289,18.330416346632795
1774,4,2,2,1541039904.3959286,1541041968.0838714,22.57231128819625
1775,4,2,2,1541041968.0838714,1541043571.15677,27.453855519953173
1776,4,2,2,1541043571.1567702,1541045288.5251431,21.025401666432266
1777,5,4,2,1541034899.8760023,1541036278.9989522,32.06710889184246
1778,5,4,4,1541036278.9989524,1541037591.8086221,45.527790074104026
1779,5,4,2,1541041082.3739536,1541042683.0563521,37.471206586570624
1780,5,4,1,1541042683.0563521,1541044053.5939863,27.851095411095308
1781,5,4,1,1541044756.481583,1541046281.849601,34.407665517962826
1782,6,4,3,1541035023.9273639,1541036570.8236158,36.740819916095084
1783,6,4,4,1541040400.1508174,1541042501.9450688,37.3936090779656
1784,7,4,4,1541034514.0115762,1541036304.693188,36.07527421823521
1785,7,4,4,1541036991.3553045,1541038701.8970833,41.92552609465796
1786,7,4,3,1541038900.124455,1541041093.7888572,20.474192949695883
1787,7,4,4,1541043819.3291848,1541045832.6362967,54.199992340654816
1788,8,4,2,1541035640.7002218,1541037456.4298043,33.578617154268585
1789,8,4,4,1541037456.4298043,1541039091.7776577,33.85815886526427
1790,8,4,2,1541039091.7776577,1541040447.608898,39.54648528530863
1791,8,4,3,1541040447.608898,1541042443.5028791,36.60243149816241
1792,8,4,3,1541042443.5028791,1541043921.1946,34.02334339941521
1793,9,6,3,1541034793.882724,1541036113.4692826,38.10820692139499
1794,9,6,5,1541036256.634888,1541037865.921693,58.36931035956055
1795,9,6,3,1541037865.921693,1541039536.5416217,40.26317043681219
1796,9,6,2,1541039536.5416217,1541041893.326964,29.820188918923684
1797,9,6,2,1541041893.326964,1541044031.2178075,31.254573165537135
1798,9,6,2,1541044031.2178075,1541045804.8454049,22.650020780907834
1799,10,6,2,1541034653.4667728,1541036344.2337358,18.987170326463545
1800,10,6,4,1541040317.6299107,1541041987.0458233,59.628031091213494
1801,10,6,4,1541041987.0458233,1541043656.2065527,53.73756646833228
1802,10,6,2,1541043656.2065527,1541045256.2844927,23.28149449575521
1803,11,6,2,1541034237.631602,1541036551.1223311,23.483994024682772
1804,11,6,2,1541036551.1223311,1541038548.823594,26.246225425500786
1805,11,6,3,1541038548.823594,1541039920.1633828,34.69087305510001
1806,11,6,5,1541042959.213792,1541045023.6641734,43.79399458580643
1807,12,6,2,1541034648.1313457,1541036312.8927531,12.893852225683874
1808,12,6,1,1541039913.6447966,1541041809.5880525,15.542916923196476
1809,12,6,2,1541041809.5880525,1541043660.4191184,27.754580413893677
1810,12,6,3,1541043660.4191184,1541045544.9003475,26.063115827159898
1811,1,2,2,1541120424.516669,1541122808.218079,33.11320795809832
1812,1,2,2,1541122808.218079,1541124580.790594,26.995453380230586
1813,1,2,2,1541125473.6154296,1541127255.8732324,41.216712229425895
1814,1,2,1,1541127255.8732324,1541128680.175129,2.54295336547991
1815,1,2,2,1541128702.5330293,1541130317.3266656,36.66777698014834
1816,1,2,1,1541130317.3266656,1541131882.939245,13.988034894405954
1817,2,2,2,1541123258.2742372,1541125272.2619953,26.229951451024238
1818,2,2,2,1541125612.8916805,1541127483.320582,15.45997772098123
1819,2,2,2,1541127483.320582,1541130061.4426186,31.601179192477527
1820,2,2,2,1541130061.4426186,1541132347.5340805,24.58871938342975
1821,3,2,2,1541121362.3427029,1541123494.2422116,23.678644288577477
1822,3,2,2,1541123494.2422116,1541125541.6773562,32.81484912617358
1823,3,2,1,1541125541.6773562,1541127447.5646253,29.864894107466924
1824,3,2,2,1541127447.564625,1541129819.6161332,33.00624307740759
1825,3,2,2,1541129819.6161332,1541131935.91272,18.47537800727828
1826,4,2,1,1541124390.2642248,1541125948.050134,26.645647976039868
1827,4,2,2,1541125948.050134,1541127754.8565943,10.619950416815936
1828,4,2,2,1541128399.208771,1541129782.7250297,9.960013274662096
1829,5,4,2,1541123639.3474283,1541125270.6515818,35.390876794737174
1830,5,4,4,1541126045.0290356,1541127680.2177305,46.87320229663402
1831,5,4,1,1541130058.2819068,1541131826.0768514,4.910024134808964
1832,6,4,3,1541122630.1405127,1541124405.763491,27.76032772134308
1833,6,4,1,1541124405.7634907,1541126158.8237667,11.912637348382749
1834,6,4,3,1541127010.3854268,1541128619.053932,42.2140679530979
1835,7,4,2,1541121650.1486719,1541123290.3719566,28.590301724145483
1836,7,4,2,1541123732.479411,1541125352.771369,32.24235676415551
1837,7,4,1,1541125352.771369,1541127218.4684196,6.242798196927371
1838,7,4,3,1541127218.4684196,1541129462.5072992,48.66167365167058
1839,7,4,4,1541129462.507299,1541131127.578648,49.96904784541943
1840,7,4,1,1541131127.578648,1541132240.4277067,19.322352205105624
1841,8,4,3,1541122225.9966664,1541124271.6641755,26.184782799098635
1842,8,4,3,1541124271.6641755,1541126145.1671429,29.562993532845127
1843,8,4,4,1541128914.7442775,1541130620.4668913,44.51094833509754
1844,8,4,4,1541130620.4668913,1541132467.4848714,29.140875065155903
1845,9,6,1,1541120716.6938274,1541122458.9446564,21.173358187322297
1846,9,6,2,1541122458.9446564,1541124241.206716,21.17927097227173
1847,9,6,2,1541124241.206716,1541126328.1092713,31.364723390258057
1848,9,6,2,1541126328.1092713,1541127757.4085534,39.702170270973376
1849,10,6,2,1541122756.5439508,1541124368.1935222,34.87311951765384
1850,10,6,3,1541124419.5533197,1541125673.2083528,33.88511637472281
1851,10,6,4,1541126260.209191,1541127433.5786676,43.72943744255501
1852,10,6,2,1541129604.413526,1541131205.0141497,32.700371122423036
1853,11,6,2,1541121430.0594528,1541123100.683968,23.982872662732536
1854,11,6,2,1541123100.683968,1541125439.9500494,28.388286748635252
1855,11,6,4,1541125439.9500494,1541127131.7697036,46.3450946830576
1856,11,6,3,1541131123.262434,1541132297.3759947,40.93373856011304
1857,12,6,5,1541120404.0478373,1541122189.7228844,32.868635248208804
1858,12,6,2,1541122189.7228844,1541124199.2066352,29.274497911909577
1859,12,6,1,1541124199.2066352,1541125797.033137,12.345323009192377
1860,12,6,5,1541125797.033137,1541127672.4948368,43.30941924717678
1861,12,6,1,1541127672.4948368,1541129489.7660544,27.317168327332936
1862,1,2,2,1541208302.7416565,1541210374.5433433,32.67472511533858
1863,1,2,1,1541210374.5433433,1541212005.8784313,11.156457163451021
1864,1,2,2,1541212005.878431,1541214050.819885,35.00393737536573
1865,1,2,2,1541214050.819885,1541216024.9437702,28.153023225622057
1866,1,2,2,1541216024.9437704,1541218226.4838958,24.42151386923737
1867,2,2,1,1541209488.4578266,1541211154.721972,28.047873763369658
1868,2,2,2,1541211154.721972,1541212555.4905221,19.73146736439419
1869,2,2,2,1541212555.4905221,1541214050.3025012,26.28463498642314
1870,2,2,2,1541214050.3025012,1541215735.3877618,29.62924239734499
1871,2,2,2,1541215735.387762,1541217098.0704281,21.584484821318732
1872,2,2,2,1541217098.0704281,1541219096.3117018,19.72075631751715
1873,3,2,2,1541208257.8949194,1541209824.539139,24.437098526648874
1874,3,2,2,1541209824.539139,1541211963.7446237,34.61593584801329
1875,3,2,2,1541211963.7446237,1541214180.5662048,34.445015090117046
1876,3,2,2,1541214180.5662048,1541216028.6251473,38.39831918259994
1877,3,2,2,1541216028.6251473,1541217878.3031466,35.92254202304228
1878,4,2,1,1541207290.9200342,1541208945.1615212,21.302913356622508
1879,4,2,2,1541209804.4277723,1541211600.8816602,38.1498312104372
1880,4,2,2,1541211600.8816602,1541213111.6899033,35.72243294093673
1881,4,2,2,1541213111.6899033,1541214956.851675,25.71434787976766
1882,4,2,2,1541214956.851675,1541216849.8031554,26.958705399738776
1883,4,2,1,1541216849.8031554,1541218992.2852669,20.363681195326915
1884,5,4,3,1541206903.0548892,1541208761.0762856,30.54432479988975
1885,5,4,4,1541208761.0762856,1541210580.4960084,75.8611972375499
1886,5,4,3,1541210580.4960084,1541212972.7085853,53.870577500147384
1887,5,4,2,1541214996.0521379,1541216704.0029986,25.55369253711293
1888,5,4,3,1541216704.0029988,1541218962.2814467,37.24086039457689
1889,6,4,4,1541207387.9478605,1541209766.2118788,17.33355228607472
1890,6,4,4,1541209766.2118788,1541211393.6624246,38.521229527693144
1891,6,4,3,1541211935.1633656,1541213756.2052727,35.143926786988956
1892,6,4,1,1541213756.2052727,1541215785.7871916,15.34071186644579
1893,6,4,2,1541215785.7871916,1541217999.0173128,43.063403903963305
1894,7,4,3,1541209066.260786,1541211413.9416518,40.52649767095693
1895,7,4,3,1541211413.9416518,1541213016.7461565,22.35467282933586
1896,7,4,4,1541213016.7461565,1541214648.626589,27.250066134356356
1897,7,4,3,1541214648.626589,1541216692.4192574,31.078725681028725
1898,7,4,2,1541216692.4192574,1541218165.3994172,36.76023039675642
1899,8,4,2,1541207001.612829,1541209077.791898,36.515265711087984
1900,8,4,4,1541209077.791898,1541211261.373145,44.46742880009221
1901,8,4,4,1541211261.373145,1541213398.6760256,62.201899060478894
1902,8,4,4,1541213398.6760254,1541215135.7168915,20.664936900231787
1903,8,4,2,1541215135.7168915,1541217075.6969554,16.780239141507852
